SISTEMA,REGION,PROVINCIA,MUNICIPIO,GRUPO,SUB GRUPO PDSS,CANTIDAD,POB USUARIA,VALOR AUTORIZADO RD$,MES,ALTO_COSTO,MES_NUM
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,26,3,17519.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,9,1,44407.12,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,515,25,1388173.3,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,2,2,50000.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,1,1,212000.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,31,5,375500.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,REHABILITACION,TERAPIAS REHABILITACION,4,1,5200.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,YAMASA,HEMOTERAPIA,SANGRE TOTAL,11,8,14220.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,18,16,5308.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,EMERGENCIA,EMERGENCIA,2,2,510.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,CIRUGIA,CIRUGIA,1,1,8500.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,4,1,22490.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,3,2,2780.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,6,4,2063.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,64,5,7046.8,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,10,5,11788.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,4,4,2771.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,160,2,14660.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,DON JUAN DM,HEMOTERAPIA,SANGRE TOTAL,2,1,2650.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,65,44,18368.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,5,5,1000.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,EMERGENCIA,EMERGENCIA,3,3,720.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,CIRUGIA,CIRUGIA,19,3,167147.35,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,4,1,4275.72,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,14,8,26073.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,19,13,7737.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,289,26,35088.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,21,16,27089.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,9,9,5693.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,4,3,22450.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,5,4,9900.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,19,1,36200.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,403,16,630288.45,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,2,2,11326.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,PERALVILLO DM,HEMOTERAPIA,SANGRE TOTAL,9,6,14100.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,11,10,3298.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,3,2,600.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,EMERGENCIA,EMERGENCIA,3,1,610.58,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,84,1,23184.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,4,1,22000.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,2,2,7560.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,12,7,9381.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,41,3,4524.8,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,6,3,5858.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,3,3,1783.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,1,1,3000.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,62,1,110694.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,17,1,161500.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALODM,HEMOTERAPIA,SANGRE TOTAL,1,1,1750.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,39,31,11948.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,3,3,600.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,EMERGENCIA,EMERGENCIA,3,3,810.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,4,2,2000.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,CIRUGIA,CIRUGIA,7,2,546193.14,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,6,3,11083.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,18,12,8620.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,98,10,12729.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,15,11,22820.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,6,6,3260.0,ENERO,0,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,14,1,36092.28,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,393,8,480623.24,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOSDM,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,2,1,19000.0,ENERO,1,1
AUTORIZACIONES,REGION 0,MONTE PLATA,CHIRINO DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,1,1,322.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,PREVENCION Y PROMOCION,PROGRAMA AMPLIADO DE INMUNIZACION PAI,26,19,1450.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,PREVENCION Y PROMOCION,VACUNAS NO PAI,13,13,650.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,3477,2475,979832.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,259,222,52100.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,2,2,522.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,EMERGENCIA,EMERGENCIA,383,219,92990.07,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,2180,45,2500904.75,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,CIRUGIA,CIRUGIA,1459,192,17493219.37,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,248,58,838456.66,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,335,212,558402.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,1350,966,706254.25,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,18962,1596,2010974.33,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,1192,728,1968002.77,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,635,569,535142.46,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,141,101,473962.2,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,240,108,526592.03,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,793,21,1214873.11,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,COLUMNA CIRUGIA ESCOLIOSIS,49,2,684498.75,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,COLUMNA ESPONDILOLISTESIS TOTAL,37,2,550292.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,108,11,78959.6,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,287,31,967273.77,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,196,9,871652.6,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,13714,510,29058352.07,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,59,42,2178958.89,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VALVULAS DEL CORAZON,1,1,70400.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VALVULAS DEL CORAZON MENORES DE UN ANO,12,1,527945.1,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,45,36,8484200.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR CADERA,7,3,233317.79,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,7,5,566496.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR,4,4,2324.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,632,119,6845895.72,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,1,1,172.8,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,REHABILITACION,TERAPIAS REHABILITACION,29,10,70189.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,HEMOTERAPIA,SANGRE TOTAL,196,138,289165.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,TRASPLANTE RENAL,POST TRASPLANTE,690,2,95229.6,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,TRASPLANTE RENAL,PRE TRASPLANTE,9,3,207808.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,PREVENCION Y PROMOCION,PROGRAMA AMPLIADO DE INMUNIZACION PAI,10,5,600.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,PREVENCION Y PROMOCION,VACUNAS NO PAI,3,3,150.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,1545,1091,442962.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 3,433,403,86600.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,1,1,200.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,EMERGENCIA,EMERGENCIA,238,164,71405.48,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,1796,25,1747899.32,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,CIRUGIA,CIRUGIA,516,61,6039851.39,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,52,12,186963.85,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,198,116,307802.0,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,992,711,528228.15,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,12931,1025,1663200.4,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,820,552,1354171.5,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,510,393,342269.78,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,95,66,316680.6,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,135,73,293964.05,ENERO,0,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,1072,17,1686034.87,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,COLUMNA ESPONDILOLISTESIS TOTAL,4,1,72503.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,48,5,24536.4,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,234,21,878467.06,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,26,5,358475.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA TRATAMIENTO ONCOLOGICOS,7210,275,13804203.91,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,38,8,912760.19,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO MENORES DE UN ANO,26,1,14602.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VALVULAS DEL CORAZON MENORES DE UN ANO,39,2,449488.12,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN VASOS CARDIACOS CORONARIAS,10,9,2179400.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR CADERA,2,2,155800.0,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,5,3,386774.48,ENERO,1,1
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,ATENCIONES DE ALTO COSTO Y DE MAXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,410,69,4410599.27,ENERO,1,1
